"Data for sheet#",24222,,"date=",19:10:30 HH:10:SS
"AvgMoe", "AvgSG", "AvgMC", "AvgVel", "AvgUPT", "Width", "Skew", "AvgThick", "Temp", "PkMoisture", "pkDensity"
1.96596412886792, 0.608478219954401, 5.7512333823318, 4698.3999635481, 475.41078978, 50.4419889502762, 3.07730818211182, 0.107582090425469, 64.5093705330852, 6.61697517244222, 0.687989512486149

"Wheel data"
"pos","EffVel","effUPT","LeftVel","LeftUPT","RightVel","RightUPT"
0.0276243093922652,4654.14471655473,479.898969,5131.45072307332,217.497168,4176.83871003614,262.401801
0.0552486187845304,4657.49472517388,479.4787275,5131.45072307332,217.497168,4183.53872727443,261.9815595
0.0828729281767956,4650.80542098411,480.3192105,5131.45072307332,217.497168,4170.1601188949,262.8220425
0.138121546961326,4667.44802317177,478.6382445,5151.35731906911,216.656685,4183.53872727443,261.9815595
0.248618784530387,4682.56850973584,476.9572785,5161.36864783387,216.2364435,4203.76837163781,260.720835
0.386740331491713,4699.43617098459,475.2763125,5181.50849908813,215.3959605,4217.36384288105,259.880352
0.497237569060773,4714.78010912391,473.5953465,5191.6374797658,214.975719,4237.92273848202,258.6196275
0.635359116022099,4713.00037391621,474.015588,5201.8061389274,214.5554775,4224.19460890502,259.4601105
0.69060773480663,4716.42683850946,473.5953465,5201.8061389274,214.5554775,4231.04753809152,259.039869
0.801104972375691,4711.34250892866,474.015588,5191.6374797658,214.975719,4231.04753809152,259.039869
0.911602209944751,4731.09428681038,471.0738975,5161.36864783387,216.2364435,4300.81992578689,254.837454
0.939226519337017,4828.58519559103,460.1476185,5171.41896510624,215.816202,4485.75142607582,244.3314165
1.04972375690608,4826.29634013086,460.1476185,5151.35731906911,216.656685,4501.23536119262,243.4909335
1.16022099447514,5131.45072307332,431.083940853892,5131.45072307332,217.497168,"",""
1.2707182320442,5141.38475237717,430.251013402025,5141.38475237717,217.0769265,"",""
1.32596685082873,5161.36864783387,428.585158498293,5161.36864783387,216.2364435,"",""
1.38121546961326,4898.09189374828,453.003513,5191.6374797658,214.975719,4604.54630773077,238.027794
1.46408839779006,4925.66388805684,450.482064,5222.26342897059,213.7149945,4629.06434714309,236.7670695
1.51933701657459,4947.35833300224,448.3808565,5232.55253259793,213.294753,4662.16413340655,235.0861035
1.60220994475138,4959.00205645666,447.120132,5222.26342897059,213.7149945,4695.74068394274,233.4051375
1.68508287292818,4958.11261774219,447.120132,5212.01471018063,214.135236,4704.21052530375,232.984896
1.74033149171271,4973.54639277045,445.8594075,5242.88226023715,212.8745115,4704.21052530375,232.984896
1.87845303867403,4979.70261883631,445.439166,5263.66455372987,212.0340285,4695.74068394274,233.4051375
1.93370165745856,5010.56991471997,442.4974755,5274.1176074695,211.613787,4747.02222197044,230.8836885
2.04419889502762,5001.96099090256,443.3379585,5274.1176074695,211.613787,4729.80437433563,231.7241715
2.12707182320442,5031.55037912151,440.396268,5263.66455372987,212.0340285,4799.43620451314,228.3622395
2.20994475138122,5053.83572640281,438.2950605,5263.66455372987,212.0340285,4844.00689907575,226.261032
2.26519337016575,5064.30958005359,437.4545775,5284.61226103143,211.1935455,4844.00689907575,226.261032
2.37569060773481,5106.10831020117,433.672404,5295.14876324186,210.773304,4917.06785716048,222.8991
2.51381215469613,5090.36620544518,434.9331285,5263.66455372987,212.0340285,4917.06785716048,222.8991
2.5414364640884,5085.73974551113,435.35337,5263.66455372987,212.0340285,4907.81493729239,223.3193415
2.62430939226519,5095.59273231499,434.512887,5274.1176074695,211.613787,4917.06785716048,222.8991
2.73480662983425,5105.48399691959,433.672404,5284.61226103143,211.1935455,4926.35573280775,222.4788585
2.79005524861878,5104.89818508152,433.672404,5274.1176074695,211.613787,4935.67876269355,222.058617
2.84530386740331,5099.67165821171,434.0926455,5263.66455372987,212.0340285,4935.67876269355,222.058617
2.90055248618784,5109.57737712593,433.2521625,5274.1176074695,211.613787,4945.03714678237,221.6383755
2.98342541436464,5109.04782014404,433.2521625,5263.66455372987,212.0340285,4954.43108655821,221.218134
3.06629834254144,5088.79483969015,434.9331285,5232.55253259793,213.294753,4945.03714678237,221.6383755
3.20441988950276,5087.9377476098,434.9331285,5212.01471018063,214.135236,4963.86078503897,220.7978925
3.28729281767956,5077.74913240238,435.7736115,5191.6374797658,214.975719,4963.86078503897,220.7978925
3.39779005524862,5062.92502583223,437.034336,5171.41896510624,215.816202,4954.43108655821,221.218134
3.45303867403315,5053.20289730812,437.874819,5161.36864783387,216.2364435,4945.03714678237,221.6383755
3.61878453038674,5063.27282293525,437.034336,5181.50849908813,215.3959605,4945.03714678237,221.6383755
3.7292817679558,5047.90791946769,438.2950605,5141.38475237717,217.0769265,4954.43108655821,221.218134
