"Data for sheet#",24221,,"date=",19:10:30 HH:10:SS
"AvgMoe", "AvgSG", "AvgMC", "AvgVel", "AvgUPT", "Width", "Skew", "AvgThick", "Temp", "PkMoisture", "pkDensity"
2.0577197602767, 0.5842994933408, 6.07999964174432, 4901.16063981374, 455.428450841772, 51.1602209944751, -0.133925143672078, 0.109966893971357, 64.1520528439218, 6.85084909638008, 0.660113774926317

"Wheel data"
"pos","EffVel","effUPT","LeftVel","LeftUPT","RightVel","RightUPT"
0,4855.41181130741,457.6261695,5201.8061389274,214.5554775,4509.01748368742,243.070692
0.110497237569061,4849.8462834438,457.6261695,5151.35731906911,216.656685,4548.33524781849,240.9694845
0.165745856353591,4830.98597188178,459.3071355,5121.55500820599,217.9174095,4540.41693555756,241.389726
0.331491712707182,4806.53020095284,461.408343,5072.64346634812,220.018617,4540.41693555756,241.389726
0.414364640883978,4796.87818616485,462.248826,5053.33943677213,220.8591,4540.41693555756,241.389726
0.552486187845304,4780.27697845255,463.5095505,4996.29893917039,223.380549,4564.25501773471,240.1290015
0.607734806629834,4811.26325203688,460.56786,5034.18177381055,221.699583,4588.3447302632,238.868277
0.718232044198895,4827.52224046112,458.886894,5034.18177381055,221.699583,4620.86270711168,237.187311
0.828729281767956,4818.01576309763,459.727377,5015.16881908357,222.540066,4620.86270711168,237.187311
0.911602209944751,4791.05841643611,462.248826,4977.57052514146,224.221032,4604.54630773077,238.027794
1.04972375690608,4785.30119962252,462.6690675,4949.73969213336,225.4817565,4620.86270711168,237.187311
1.13259668508287,4775.20380148808,463.5095505,4913.11244960097,227.1627225,4637.29515337519,236.346828
1.24309392265193,4769.92033865847,463.929792,4885.99578833954,228.423447,4653.84488897741,235.506345
1.32596685082873,4778.25448125699,463.089309,4885.99578833954,228.423447,4670.51317417444,234.665862
1.35359116022099,4791.15132146315,461.8285845,4895.00135558401,228.0032055,4687.3012873423,233.825379
1.40883977900552,4799.89043254371,460.9881015,4904.04018114467,227.582964,4695.74068394274,233.4051375
1.49171270718232,4808.12177962313,460.1476185,4895.00135558401,228.0032055,4721.24220366225,232.144413
1.60220994475138,4830.0673357857,458.046411,4913.11244960097,227.1627225,4747.02222197044,230.8836885
1.65745856353591,4852.02754484975,455.9452035,4922.21834690077,226.742481,4781.83674279872,229.2027225
1.76795580110497,4869.82133308938,454.2642375,4931.35806037303,226.3222395,4808.28460580573,227.941998
1.85082872928177,4897.16926075707,451.7427885,4968.25887162717,224.6412735,4826.07964988697,227.101515
1.96132596685083,4925.36848023647,449.2213395,5024.65731058598,222.1198245,4826.07964988697,227.101515
2.04419889502762,4987.28778502587,443.7582,5121.55500820599,217.9174095,4853.02056184576,225.8407905
2.15469613259669,5059.43699804394,437.4545775,5201.8061389274,214.5554775,4917.06785716048,222.8991
2.23756906077348,5118.49550026049,432.4116795,5263.66455372987,212.0340285,4973.3264467911,220.377651
2.29281767955801,5168.77489680008,428.2092645,5316.34831887483,209.932821,5021.20147472533,218.2764435
2.40331491712707,5178.47944261066,427.3687815,5316.34831887483,209.932821,5040.6105663465,217.4359605
2.48618784530387,5195.07404303095,426.108057,5359.26078545615,208.251855,5030.88730060575,217.856202
2.56906077348066,5205.93257874986,425.267574,5380.97785689398,207.411372,5030.88730060575,217.856202
2.70718232044199,5243.90433494311,422.3258835,5447.19810353972,204.889923,5040.6105663465,217.4359605
2.79005524861878,5260.00334579245,421.065159,5469.63520213533,204.04944,5050.37148944957,217.015719
2.84530386740331,5264.90274562014,420.6449175,5469.63520213533,204.04944,5060.17028910495,216.5954775
2.92817679558011,5259.28194236722,421.065159,5458.39359562948,204.4696815,5060.17028910495,216.5954775
2.98342541436464,5253.02781445179,421.4854005,5436.04844269656,205.3101645,5070.00718620703,216.175236
3.06629834254144,5264.90274562014,420.6449175,5469.63520213533,204.04944,5060.17028910495,216.5954775
3.1767955801105,5279.715683543,419.384193,5469.63520213533,204.04944,5089.79616495067,215.334753
3.20441988950276,5290.33595280887,418.54371,5480.92320856431,203.6291985,5099.74869705343,214.9145115
3.28729281767956,5314.96308016023,416.4425025,5469.63520213533,204.04944,5160.29095818513,212.3930625
3.37016574585635,5320.60708337472,416.022261,5480.92320856431,203.6291985,5160.29095818513,212.3930625
3.45303867403315,5335.54631623186,414.7615365,5469.63520213533,204.04944,5201.4574303284,210.7120965
3.50828729281768,5329.92551297894,415.181778,5458.39359562948,204.4696815,5201.4574303284,210.7120965
3.64640883977901,5340.74354147082,414.341295,5469.63520213533,204.04944,5211.85188080632,210.291855
3.67403314917127,5356.12103281956,413.0805705,5458.39359562948,204.4696815,5253.84847000964,208.610889
3.70165745856354,5361.74183607248,412.660329,5469.63520213533,204.04944,5253.84847000964,208.610889
3.8121546961326,5356.46060079301,413.0805705,5469.63520213533,204.04944,5243.28599945069,209.0311305
3.92265193370166,5361.74183607248,412.660329,5469.63520213533,204.04944,5253.84847000964,208.610889
4.00552486187845,5367.38583928698,412.2400875,5480.92320856431,203.6291985,5253.84847000964,208.610889
4.06077348066298,5366.74759511164,412.2400875,5458.39359562948,204.4696815,5275.10159459379,207.770406
4.14364640883978,5355.82584284125,413.0805705,5447.19810353972,204.889923,5264.45358214278,208.1906475
