"Data for sheet#",2019022513255437,,"date=",19:20:25 HH:20:SS
"AvgMoe", "AvgSG", "AvgMC", "AvgVel", "AvgUPT", "Width", "Skew", "AvgThick", "Temp", "PkMoisture", "pkDensity"
0.919715292668191, 0.277967739511988, 8.12552365541496, 4759.54289750554, 471.831911395616, 140.774193548387, 26.1081024751348, 0.0924608909925221, 64.0309051809118, 12.1635664118398, 0.705686336003463

"Wheel data"
"pos","EffVel","effUPT","LeftVel","LeftUPT","RightVel","RightUPT"
0,4559.02588472131,485.3621085,4662.95081532702,239.349726,4455.10095411559,246.0123825
0.0645161290322581,4547.66869551669,486.622833,4662.95081532702,239.349726,4432.38657570635,247.273107
0.161290322580645,4550.40235104181,486.2025915,4630.43104900516,241.030692,4470.37365307846,245.1718995
0.225806451612903,4538.53245399667,487.463316,4614.34067122715,241.871175,4462.72423676619,245.592141
0.354838709677419,4542.19334092758,487.0430745,4606.33734418734,242.2914165,4478.04933766782,244.751658
0.451612903225806,4510.80931516451,490.4050065,4558.89439356282,244.8128655,4462.72423676619,245.592141
0.516129032258065,4514.56571150397,489.984765,4551.08208534013,245.233107,4478.04933766782,244.751658
0.516129032258065,4479.93287118822,493.7669385,4504.76478826085,247.754556,4455.10095411559,246.0123825
0.612903225806452,4480.18060199483,493.7669385,4466.88114921151,249.8557635,4493.48005477814,243.911175
0.709677419354839,4468.62740114499,495.027663,4466.88114921151,249.8557635,4470.37365307846,245.1718995
0.870967741935484,4468.82846578485,495.027663,4451.90550549388,250.6962465,4485.75142607582,244.3314165
0.967741935483871,4473.22796833904,494.6074215,4429.62937508881,251.956971,4516.82656158926,242.6504505
1.09677419354839,4478.2767862432,494.18718,4400.27234569409,253.637937,4556.2812267923,240.549243
1.19354838709677,4456.62022608542,496.708629,4356.95922537853,256.159386,4556.2812267923,240.549243
1.25806451612903,4441.97805222463,498.389595,4335.62085663078,257.4201105,4548.33524781849,240.9694845
1.32258064516129,4423.9548262969,500.4908025,4307.49271703624,259.1010765,4540.41693555756,241.389726
1.38709677419355,4428.39942180741,500.070561,4300.51761682252,259.521318,4556.2812267923,240.549243
1.51612903225806,4438.07922000047,499.230078,4279.72719785719,260.7820425,4596.43124214374,238.4480355
